! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
C8H10O2(23484)      2     557.320     7.133     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=723.79 K, Pc=28.97 bar (from Joback method)
C8H10O2(23567)      2     562.474     7.176     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=730.49 K, Pc=28.72 bar (from Joback method)
C8H10O2(23624)      2     567.701     7.218     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=737.27 K, Pc=28.47 bar (from Joback method)
C6H8O(12678)        2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
CdCCdCCJ(485)       2     377.736     5.404     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=490.57 K, Pc=45.16 bar (from Joback method)
C5H7(508)           2     409.304     5.929     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=531.56 K, Pc=37.04 bar (from Joback method)
C8H10O2(23786)      2     569.540     7.474     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=739.66 K, Pc=25.74 bar (from Joback method)
C6H8O(6566)         2     492.192     6.392     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=639.21 K, Pc=35.56 bar (from Joback method)
C6H8O(12677)        2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C8H9O2(23810)       2     567.701     7.218     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=737.27 K, Pc=28.47 bar (from Joback method)
C6H8O(24606)        2     501.143     6.476     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=650.83 K, Pc=34.81 bar (from Joback method)
C8H8O2(24655)       2     563.905     6.959     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=732.34 K, Pc=31.56 bar (from Joback method)
C8H8O2(25070)       2     558.638     6.917     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=725.50 K, Pc=31.85 bar (from Joback method)
C8H9O2(24354)       2     523.247     6.801     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=679.54 K, Pc=31.39 bar (from Joback method)
C8H8O2(25035)       2     557.590     6.985     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=724.14 K, Pc=30.86 bar (from Joback method)
C8H13O2(11842)      2     540.725     7.499     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=702.24 K, Pc=24.19 bar (from Joback method)
C7H13O(11849)       2     482.620     6.967     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=626.78 K, Pc=26.93 bar (from Joback method)
C7H12O(8465)        2     454.791     6.417     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=590.64 K, Pc=32.47 bar (from Joback method)
O(152)              0      80.000     2.750     0.000     0.000     0.000    ! NOx2018
C8H10O(12326)       2     528.984     7.018     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=686.99 K, Pc=28.87 bar (from Joback method)
C7H13O3(27431)      2     559.798     7.835     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=727.01 K, Pc=21.96 bar (from Joback method)
